action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,13963652,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCCCCC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)OCc5ccccc5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(=O)CCCCCCCCCCC,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '4.46', 'le': '0.08', 'lle': '-12.67', 'sei': '5.24'}",CHEMBL3126460,,CHEMBL3126460,4.14,0,http://www.openphacts.org/units/Nanomolar,1972264,=,1,1,=,,IC50,nM,,73000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,73.0
,,13963653,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)OCc5ccccc5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(=O)CCCCC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3124882,Eur J Med Chem,2014,,CHEMBL3126459,,CHEMBL3126459,,0,http://www.openphacts.org/units/Nanomolar,1972263,=,1,1,=,,IC50,nM,,150000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,150.0
,,13963654,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)OCc5ccccc5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3124882,Eur J Med Chem,2014,,CHEMBL3126458,,CHEMBL3126458,,0,http://www.openphacts.org/units/Nanomolar,1972262,=,1,1,=,,IC50,nM,,226000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,226.0
,,13963655,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(CC(=O)O)CC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(=O)CC(C)(C)CC(=O)O,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '6.02', 'le': '0.12', 'lle': '-4.53', 'sei': '2.77'}",CHEMBL3126457,,CHEMBL3126457,4.56,0,http://www.openphacts.org/units/Nanomolar,1972261,=,1,1,=,,IC50,nM,,27500.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,27.5
,,13963656,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(CC(=O)O)CC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1O,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '7.88', 'le': '0.15', 'lle': '-2.81', 'sei': '4.00'}",CHEMBL3126456,,CHEMBL3126456,4.84,0,http://www.openphacts.org/units/Nanomolar,1972260,=,1,1,=,,IC50,nM,,14300.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,14.3
,,13963657,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCCC(=O)O)[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '8.35', 'le': '0.16', 'lle': '-1.97', 'sei': '3.56'}",CHEMBL3126455,,CHEMBL3126455,5.85,0,http://www.openphacts.org/units/Nanomolar,1972259,=,1,1,=,,IC50,nM,,1400.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,1.4
,,13963658,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCCC(=O)O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '9.36', 'le': '0.18', 'lle': '-1.52', 'sei': '4.54'}",CHEMBL3126454,,CHEMBL3126454,5.50,0,http://www.openphacts.org/units/Nanomolar,1972258,=,1,1,=,,IC50,nM,,3200.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,3.2
,,13963659,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCC(=O)O)[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '8.50', 'le': '0.16', 'lle': '-1.32', 'sei': '3.48'}",CHEMBL3126468,,CHEMBL3126468,5.72,0,http://www.openphacts.org/units/Nanomolar,1972276,=,1,1,=,,IC50,nM,,1900.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,1.9
,,13963660,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCC(=O)O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '9.53', 'le': '0.18', 'lle': '-1.16', 'sei': '4.50'}",CHEMBL3126467,,CHEMBL3126467,5.46,0,http://www.openphacts.org/units/Nanomolar,1972275,=,1,1,=,,IC50,nM,,3500.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,3.5
,,13963661,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)c6ccccc6C(=O)O)[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '7.33', 'le': '0.14', 'lle': '-3.69', 'sei': '3.43'}",CHEMBL3126466,,CHEMBL3126466,5.64,0,http://www.openphacts.org/units/Nanomolar,1972274,=,1,1,=,,IC50,nM,,2300.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,2.3
,,13963662,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)c6ccccc6C(=O)O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '7.81', 'le': '0.15', 'lle': '-2.92', 'sei': '4.00'}",CHEMBL3126465,,CHEMBL3126465,4.85,0,http://www.openphacts.org/units/Nanomolar,1972273,=,1,1,=,,IC50,nM,,14200.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,14.2
,,13963663,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(=O)CCC,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '7.35', 'le': '0.14', 'lle': '-4.40', 'sei': '5.01'}",CHEMBL1797017,,CHEMBL1797017,4.51,0,http://www.openphacts.org/units/Nanomolar,1972272,=,1,1,=,,IC50,nM,,31200.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,31.2
,,13963664,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(CC(=O)O)CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '10.28', 'le': '0.20', 'lle': '-2.53', 'sei': '6.10'}",CHEMBL318169,,CHEMBL318169,6.16,0,http://www.openphacts.org/units/Nanomolar,1972271,=,1,1,=,,IC50,nM,,700.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,0.7
,,13963665,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '10.95', 'le': '0.21', 'lle': '-1.79', 'sei': '6.20'}",CHEMBL320364,,CHEMBL320364,6.25,0,http://www.openphacts.org/units/Nanomolar,1972270,=,1,1,=,,IC50,nM,,560.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,0.56
,,13963666,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '10.76', 'le': '0.20', 'lle': '-2.29', 'sei': '6.45'}",CHEMBL502586,,CHEMBL502586,6.51,0,http://www.openphacts.org/units/Nanomolar,1972269,=,1,1,=,,IC50,nM,,310.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,0.31
,,13963667,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3124882,Eur J Med Chem,2014,,CHEMBL3126473,,CHEMBL3126473,,0,http://www.openphacts.org/units/Nanomolar,1972283,=,1,1,=,,IC50,nM,,124400.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,124.4
,,13963668,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '8.89', 'le': '0.17', 'lle': '-2.00', 'sei': '5.40'}",CHEMBL201515,MASLINIC ACID,CHEMBL201515,4.20,0,http://www.openphacts.org/units/Nanomolar,1972280,=,1,1,=,,IC50,nM,,62700.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,62.7
,,13963669,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '9.21', 'le': '0.17', 'lle': '-4.06', 'sei': '7.12'}",CHEMBL3126478,,CHEMBL3126478,6.40,0,http://www.openphacts.org/units/Nanomolar,1972293,=,1,1,=,,IC50,nM,,400.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,0.4
,,13963670,[],CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,,,CHEMBL3124882,Eur J Med Chem,2014,"{'bei': '10.96', 'le': '0.21', 'lle': '-2.33', 'sei': '8.60'}",CHEMBL486822,ACETYL OLEANOLIC ACID,CHEMBL486822,5.47,0,http://www.openphacts.org/units/Nanomolar,1972289,=,1,1,=,,IC50,nM,,3400.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,3.4
,,14661903,[],CHEMBL3267997,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,,,CHEMBL3259543,Bioorg Med Chem Lett,2014,,CHEMBL5483011,,CHEMBL115,,1,http://www.openphacts.org/units/Nanomolar,2101988,<,1,1,<,,IC50,nM,,10.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,10.0
,,14661904,[],CHEMBL3267997,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O[N+](=O)[O-])cc1,,,CHEMBL3259543,Bioorg Med Chem Lett,2014,"{'bei': '15.97', 'le': '0.32', 'lle': '8.18', 'sei': '5.66'}",CHEMBL3263089,,CHEMBL3263089,9.96,0,http://www.openphacts.org/units/Nanomolar,2101982,=,1,1,=,,IC50,nM,,0.11,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,0.11
,,14661905,[],CHEMBL3267997,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O)cc1,,,CHEMBL3259543,Bioorg Med Chem Lett,2014,"{'bei': '17.28', 'le': '0.34', 'lle': '8.43', 'sei': '6.95'}",CHEMBL3263090,,CHEMBL3263090,10.00,0,http://www.openphacts.org/units/Nanomolar,2101983,=,1,1,=,,IC50,nM,,0.1,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,0.1
,,14661906,[],CHEMBL3267997,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC)cc1,,,CHEMBL3259543,Bioorg Med Chem Lett,2014,"{'bei': '17.38', 'le': '0.34', 'lle': '8.08', 'sei': '7.75'}",CHEMBL3263091,,CHEMBL3263091,10.30,0,http://www.openphacts.org/units/Nanomolar,2101984,=,1,1,=,,IC50,nM,,0.05,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,0.05
,,14661907,[],CHEMBL3267997,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-])S(=O)(=O)c1ccc(N)cc1,,,CHEMBL3259543,Bioorg Med Chem Lett,2014,"{'bei': '16.30', 'le': '0.32', 'lle': '8.56', 'sei': '5.15'}",CHEMBL3263092,,CHEMBL3263092,9.92,0,http://www.openphacts.org/units/Nanomolar,2101985,=,1,1,=,,IC50,nM,,0.12,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,0.12
,,14661908,[],CHEMBL3267997,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O)S(=O)(=O)c1ccc(N)cc1,,,CHEMBL3259543,Bioorg Med Chem Lett,2014,"{'bei': '16.62', 'le': '0.33', 'lle': '8.23', 'sei': '5.83'}",CHEMBL3263093,,CHEMBL3263093,9.37,0,http://www.openphacts.org/units/Nanomolar,2101986,=,1,1,=,,IC50,nM,,0.43,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,0.43
,,14661909,[],CHEMBL3267997,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1,,,CHEMBL3259543,Bioorg Med Chem Lett,2014,"{'bei': '16.35', 'le': '0.32', 'lle': '7.64', 'sei': '6.31'}",CHEMBL3263094,,CHEMBL3263094,9.44,0,http://www.openphacts.org/units/Nanomolar,2101987,=,1,1,=,,IC50,nM,,0.36,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,0.36
,,14661911,[],CHEMBL3267999,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 50 ng/ml by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O[N+](=O)[O-])cc1,,,CHEMBL3259543,Bioorg Med Chem Lett,2014,,CHEMBL3263089,,CHEMBL3263089,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2101982,=,1,1,=,,IC50,ug.mL-1,,0.09309,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,ng/ml,UO_0000274,,93.09
,,14661912,[],CHEMBL3267999,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 50 ng/ml by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O)cc1,,,CHEMBL3259543,Bioorg Med Chem Lett,2014,,CHEMBL3263090,,CHEMBL3263090,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2101983,=,1,1,=,,IC50,ug.mL-1,,0.09719,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,ng/ml,UO_0000274,,97.19
,,14661913,[],CHEMBL3267999,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 50 ng/ml by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC)cc1,,,CHEMBL3259543,Bioorg Med Chem Lett,2014,,CHEMBL3263091,,CHEMBL3263091,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2101984,=,1,1,=,,IC50,ug.mL-1,,0.09625,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,ng/ml,UO_0000274,,96.25
,,14661914,[],CHEMBL3267999,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 50 ng/ml by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-])S(=O)(=O)c1ccc(N)cc1,,,CHEMBL3259543,Bioorg Med Chem Lett,2014,,CHEMBL3263092,,CHEMBL3263092,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2101985,=,1,1,=,,IC50,ug.mL-1,,0.09467,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,ng/ml,UO_0000274,,94.67
,,14661915,[],CHEMBL3267999,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 50 ng/ml by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O)S(=O)(=O)c1ccc(N)cc1,,,CHEMBL3259543,Bioorg Med Chem Lett,2014,,CHEMBL3263093,,CHEMBL3263093,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2101986,=,1,1,=,,IC50,ug.mL-1,,0.09832,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,ng/ml,UO_0000274,,98.32
,,14661916,[],CHEMBL3267999,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 50 ng/ml by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1,,,CHEMBL3259543,Bioorg Med Chem Lett,2014,,CHEMBL3263094,,CHEMBL3263094,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2101987,=,1,1,=,,IC50,ug.mL-1,,0.09699,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,ng/ml,UO_0000274,,96.99
